image,response,input_tokens,output_tokens,error_code,error_message
"2208.jpg","Description: The birds appear to be small with slender bodies, long wings, and forked tails. They are flying over water, suggesting they may be seabirds. The image is quite blurry, making finer details difficult to discern. 1. Common Name: Sooty Tern    Scientific Name: Onychoprion fuscatus 2. Common Name: Bridled Tern    Scientific Name: Onychoprion anaethetus 3. Common Name: Little Tern    Scientific Name: Sternula albifrons","398","111","",""
"2209.jpg","Description: The bird has a dark gray to black upper body with a white patch on the wing, a rusty-orange breast, and a white belly. It is perched among reeds and appears to have a slender build. 1. Common Name: Eastern Towhee    Scientific Name: Pipilo erythrophthalmus 2. Common Name: Spotted Towhee    Scientific Name: Pipilo maculatus 3. Common Name: Green-tailed Towhee    Scientific Name: Pipilo chlorurus","434","106","",""
"221.jpg","Description: The bird has a long neck, a slender body, and a long pointed beak. Its wings are broad with black feathers on the upper parts and white on the lower parts. The tail is short and square-shaped. The head is white with an orange beak. 1. Common Name: Painted Stork    Scientific Name: Mycteria leucocephala 2. Common Name: White Stork    Scientific Name: Ciconia ciconia 3. Common Name: Yellow-billed Stork    Scientific Name: Mycteria ibis","362","119","",""
"2210.jpg","Description: The bird has a slender body with a long tail, a small head, and a short beak. Its plumage is primarily brown with darker spots on the wings and a patterned neck. It appears to have a gentle, rounded face. 1. Common Name: Zebra Dove    Scientific Name: Geopelia striata 2. Common Name: Spotted Dove    Scientific Name: Spilopelia chinensis 3. Common Name: Laughing Dove    Scientific Name: Spilopelia senegalensis","398","111","",""
"2211.jpg","Description: The bird has a slender body with a forked tail, dark blue upperparts, and a rusty-colored forehead and throat. It has white underparts and is perched on a wire. 1. Common Name: Barn Swallow    Scientific Name: Hirundo rustica 2. Common Name: Cliff Swallow    Scientific Name: Petrochelidon pyrrhonota 3. Common Name: Tree Swallow    Scientific Name: Tachycineta bicolor","346","100","",""
"2212.jpg","Description: The bird has a long, slightly upturned bill, a speckled brown back, and lighter underparts. It is standing in shallow water with its head lowered as if probing for food. 1. Common Name: Marbled Godwit    Scientific Name: Limosa fedoa 2. Common Name: Hudsonian Godwit    Scientific Name: Limosa haemastica 3. Common Name: Bar-tailed Godwit    Scientific Name: Limosa lapponica","398","102","",""
"2213.jpg","Description: The bird has a slender body with long, pointed wings and a forked tail. It appears to have a dark cap on its head and a white underside. The beak is short and black. 1. Common Name: Arctic Tern    Scientific Name: Sterna paradisaea 2. Common Name: Forster's Tern    Scientific Name: Sterna forsteri 3. Common Name: Sandwich Tern    Scientific Name: Thalasseus sandvicensis","362","104","",""
"2214.jpg","Description: The bird has a bright red throat and chest, a black head with a white stripe above the eye, and a curved beak. Its wings appear to have some yellow and green coloration. 1. Common Name: Scarlet Minivet    Scientific Name: Pericrocotus speciosus 2. Common Name: Crimson Sunbird    Scientific Name: Aethopyga siparaja 3. Common Name: Red-breasted Sunbird    Scientific Name: Anthreptes sericeus","380","106","",""
"2215.jpg","Description: The bird has a bright red breast, a black cap, white underparts, and grey wings with white wing bars. It has a stout, conical beak suitable for seed-eating. 1. Common Name: Eurasian Bullfinch    Scientific Name: Pyrrhula pyrrhula 2. Common Name: Rosy Finch    Scientific Name: Leucosticte arctoa 3. Common Name: Scarlet Tanager    Scientific Name: Piranga olivacea","416","106","",""
"2216.jpg","Description: The bird has a slender body with long wings and a forked tail. It is predominantly white underneath with dark upperparts and a dark cap. It is perched on a wire against a clear blue sky. 1. Common Name: Tree Swallow    Scientific Name: Tachycineta bicolor 2. Common Name: Violet-green Swallow    Scientific Name: Tachycineta thalassina 3. Common Name: White-throated Swift    Scientific Name: Aeronautes saxatalis","398","109","",""
"2217.jpg","Description: The bird has a slender build with a long tail, predominantly dark plumage with lighter underparts, and a distinctive white eyebrow stripe. It appears to be foraging on the ground near a fence. 1. Common Name: Black-backed Wheatear    Scientific Name: Oenanthe lugens 2. Common Name: Northern Wheatear    Scientific Name: Oenanthe oenanthe 3. Common Name: Isabelline Wheatear    Scientific Name: Oenanthe isabellina","416","109","",""
"2218.jpg","Description: The bird has a black head with white cheeks, a black bib under its beak, and a white body with black wings. It is perched among bare branches. 1. Common Name: Eurasian Siskin    Scientific Name: Spinus spinus 2. Common Name: Pine Siskin    Scientific Name: Spinus pinus 3. Common Name: Black-headed Siskin    Scientific Name: Spinus notatus","380","95","",""
"2219.jpg","Description: The birds have black and white plumage with long tails, perched on a wire against a pale background. 1. Common Name: European Magpie    Scientific Name: Pica pica 2. Common Name: Black-billed Magpie    Scientific Name: Pica hudsonia 3. Common Name: Yellow-billed Magpie    Scientific Name: Pica nuttalli","398","84","",""
"222.jpg","Description: The bird has a slender body with olive-green upperparts and a pale yellowish underbelly. It possesses a long, slightly curved beak, which it uses to probe into flowers. Its wings are dark with white patches, and it appears to be feeding on nectar from a pink, fluffy flower. 1. Common Name: Olive-backed Sunbird    Scientific Name: Cinnyris jugularis 2. Common Name: Brown-throated Sunbird    Scientific Name: Anthreptes malacensis 3. Common Name: Purple Sunbird    Scientific Name: Cinnyris asiaticus","380","128","",""
"2220.jpg","Description: The bird has a bright yellow throat and chest, with olive-green upperparts and black and white striped wings. It has a small, pointed beak and is perched among coniferous branches. 1. Common Name: Yellow-throated Warbler    Scientific Name: Setophaga dominica 2. Common Name: Prairie Warbler    Scientific Name: Setophaga discolor 3. Common Name: Cape May Warbler    Scientific Name: Setophaga tigrina","380","104","",""
"2221.jpg","Description: The birds have a streamlined body shape typical of ducks, with one displaying a green head, brown chest, and yellow beak, while the other appears to have a more muted coloration with a grayish body and darker head. 1. Common Name: Mallard    Scientific Name: Anas platyrhynchos 2. Common Name: Northern Shoveler    Scientific Name: Spatula clypeata 3. Common Name: Gadwall    Scientific Name: Mareca strepera","380","108","",""
"2222.jpg","Description: The bird has a slender build with a long tail, streaked brown upperparts, and a pale underside. It appears to be foraging on the ground near some vegetation. 1. Common Name: Olive-sided Flycatcher    Scientific Name: Contopus cooperi 2. Common Name: Eastern Phoebe    Scientific Name: Sayornis phoebe 3. Common Name: Least Flycatcher    Scientific Name: Empidonax minimus","398","98","",""
"2223.jpg","Description: The bird has a bright yellow body with a greenish-yellow back and wings. It has a distinctive black mask around its eyes and a short, pointed beak. The bird is perched among branches and appears to be small in size. 1. Common Name: Wilson's Warbler    Scientific Name: Cardellina pusilla 2. Common Name: Yellow Warbler    Scientific Name: Setophaga petechia 3. Common Name: Yellow-throated Warbler    Scientific Name: Setophaga dominica","340","112","",""
"2224.jpg","Description: The bird has a slender body with a long, slightly curved beak. Its plumage is primarily brown with a lighter underside. It appears to be perched on a thin branch surrounded by green foliage. 1. Common Name: Olive-backed Sunbird    Scientific Name: Cinnyris jugularis 2. Common Name: Brown-throated Sunbird    Scientific Name: Anthreptes malacensis 3. Common Name: Little Spiderhunter    Scientific Name: Arachnothera longirostra","398","110","",""
"2225.jpg","Description: The bird has a slender body with long wings and a forked tail. It appears to be in flight over a grassy area. The plumage is mostly brown with lighter underparts. 1. Common Name: Bank Swallow    Scientific Name: Riparia riparia 2. Common Name: Northern Rough-winged Swallow    Scientific Name: Stelgidopteryx serripennis 3. Common Name: Cliff Swallow    Scientific Name: Petrochelidon pyrrhonota","362","106","",""
"2226.jpg","Description: The bird is small with a slender build, featuring a mix of brown and green plumage which helps it blend into its leafy surroundings. It has a thin beak suitable for picking insects off leaves and branches. The bird appears to be perched on a bush with dense foliage. 1. Common Name: Willow Warbler    Scientific Name: Phylloscopus trochilus 2. Common Name: Common Chiffchaff    Scientific Name: Phylloscopus collybita 3. Common Name: Garden Warbler    Scientific Name: Sylvia borin","398","123","",""
"2227.jpg","Description: The bird has a compact body with a white underbelly, a dark brown back, and a distinctive black band across its chest. It has an orange-yellow beak with a black tip and orange legs. The head is dark with a white stripe above the eye. 1. Common Name: Semipalmated Plover    Scientific Name: Charadrius semipalmatus 2. Common Name: Ringed Plover    Scientific Name: Charadrius hiaticula 3. Common Name: Little Ringed Plover    Scientific Name: Charadrius dubius","398","125","",""
"2228.jpg","Description: The bird has a bright red head, a white body with black wings, and is perched on a tree trunk, appearing to be pecking at the wood. 1. Common Name: Red-headed Woodpecker    Scientific Name: Melanerpes erythrocephalus 2. Common Name: Lewis's Woodpecker    Scientific Name: Melanerpes lewis 3. Common Name: Acorn Woodpecker    Scientific Name: Melanerpes formicivorus","398","106","",""
"2229.jpg","Description: The bird is small with a slender body, long tail feathers, and appears to be perched among dense foliage and bright orange flowers. Its coloration seems to blend with the greenery, suggesting it may have a predominantly green plumage. 1. Common Name: Green Hermit    Scientific Name: Phaethornis guy 2. Common Name: White-necked Jacobin    Scientific Name: Florisuga mellivora 3. Common Name: Violet-crowned Woodnymph    Scientific Name: Thalurania colombica colombica","380","117","",""
"223.jpg","Description: The bird has a slender build with a short, thin beak. It displays a mix of brown and yellow plumage, with a pale yellow underside and olive-brown upperparts. There is a faint eyebrow stripe above its eye, and it appears to have a slightly darker cap. The tail is relatively long and narrow. 1. Common Name: Palm Warbler    Scientific Name: Setophaga palmarum 2. Common Name: Yellow-rumped Warbler    Scientific Name: Setophaga coronata 3. Common Name: Yellow Warbler    Scientific Name: Setophaga petechia","380","128","",""
"2230.jpg","Description: The bird has a bright yellow underbelly, a dark brown back, and a black mask-like stripe across its eyes. It appears to be perched on a tree branch with dense foliage around it. 1. Common Name: Great Kiskadee    Scientific Name: Pitangus sulphuratus 2. Common Name: Yellow-bellied Flycatcher    Scientific Name: Empidonax flaviventris 3. Common Name: Yellow-breasted Chat    Scientific Name: Icteria virens","398","110","",""
"2231.jpg","Description: The bird has a small, slender body with a short, thin beak. Its plumage is primarily gray on the back and wings, with a white underside. It has a dark cap on its head and a faint eye ring. The tail is long and slightly forked. 1. Common Name: Dark-eyed Junco    Scientific Name: Junco hyemalis 2. Common Name: Slate-colored Junco    Scientific Name: Junco hyemalis hyemalis 3. Common Name: Oregon Junco    Scientific Name: Junco hyemalis simillimus","351","123","",""
"2232.jpg","Description: The bird appears small with an overall grayish-brown plumage. It has a slender build, a thin pointed beak, and seems to be perched among branches with sparse foliage. The bird's tail is not clearly visible, but it appears to have a relatively short tail. 1. Common Name: Gray Catbird    Scientific Name: Dumetella carolinensis 2. Common Name: Northern Mockingbird    Scientific Name: Mimus polyglottos 3. Common Name: Brown Thrasher    Scientific Name: Toxostoma rufum","380","121","",""
"2233.jpg","Description: The bird has a slender body with a long, pointed beak. It appears to have a dark head and back with lighter underparts, possibly with some barring or spotting. The bird is clinging vertically to a tree trunk, suggesting it may be a woodpecker or similar species. 1. Common Name: Yellow-bellied Sapsucker    Scientific Name: Sphyrapicus varius 2. Common Name: Ladder-backed Woodpecker    Scientific Name: Dryobates scalaris 3. Common Name: Nuttall's Woodpecker    Scientific Name: Dryobates nuttall","416","128","",""
"2234.jpg","Description: The bird has a plump body with a mix of brown and gray feathers. It has a short neck, a small head, and a short beak. Its wings are folded against its body, showing white tips at the ends of the tail feathers. 1. Common Name: Rock Pigeon    Scientific Name: Columba livia 2. Common Name: Eurasian Collared-Dove    Scientific Name: Streptopelia decaocto 3. Common Name: Mourning Dove    Scientific Name: Zenaida macroura","398","117","",""
"2235.jpg","Description: The bird has a vibrant red plumage on its head and chest, with a brownish back and wings. It has a slender build and is perched among vegetation with orange flowers. 1. Common Name: Vermilion Flycatcher    Scientific Name: Pyrocephalus rubinus 2. Common Name: Scarlet Tanager    Scientific Name: Piranga olivacea 3. Common Name: Summer Tanager    Scientific Name: Piranga rubra","380","98","",""
"2236.jpg","Description: The bird has a compact body with a blue-grey back and wings, white underparts, and a distinctive black stripe running through its eye. It has a sharp, pointed beak and is perched on a tree trunk, appearing to be foraging. 1. Common Name: Eurasian Nuthatch    Scientific Name: Sitta europaea 2. Common Name: White-breasted Nuthatch    Scientific Name: Sitta carolinensis 3. Common Name: Brown-headed Nuthatch    Scientific Name: Sitta pusilla","398","115","",""
"2237.jpg","Description: The bird has a slender body with a long tail, predominantly white plumage with black markings on its wings and tail. It has a distinctive black stripe running through its eye and a small crest on its head. Its beak is short and pointed. 1. Common Name: Asian Paradise Flycatcher    Scientific Name: Terpsiphone paradisi 2. Common Name: Indian Paradise Flycatcher    Scientific Name: Terpsiphone paradisi 3. Common Name: White-rumped Shama    Scientific Name: Copsychus malabaricus","380","117","",""
"2238.jpg","Description: The image shows an adult bird with a dark grey back, lighter grey underparts, and a distinctive black 'mustache' mark on its face. It has a robust build with pointed wings and is perched near a nest containing chicks. The setting appears to be a rocky cliffside with vegetation. 1. Common Name: Peregrine Falcon    Scientific Name: Falco peregrinus 2. Common Name: Prairie Falcon    Scientific Name: Falco mexicanus 3. Common Name: Gyrfalcon    Scientific Name: Falco rusticolus","398","120","",""
"2239.jpg","Description: The bird has a white head and body with light gray wings. It has a yellow beak with a red spot near the tip of the lower mandible. Its legs are pinkish, and it is standing on grassy ground. 1. Common Name: Herring Gull    Scientific Name: Larus argentatus 2. Common Name: Yellow-legged Gull    Scientific Name: Larus michahellis 3. Common Name: Great Black-backed Gull    Scientific Name: Larus marinus","380","109","",""
"224.jpg","Description: The bird has a slender body with long wings and a forked tail. It appears to have a dark upper body and lighter underparts, possibly with some white or light-colored markings on its head and neck. It is perched on a wire against a clear sky. 1. Common Name: Barn Swallow    Scientific Name: Hirundo rustica 2. Common Name: Tree Swallow    Scientific Name: Tachycineta bicolor 3. Common Name: Violet-green Swallow    Scientific Name: Tachycineta thalassina","380","117","",""
"2240.jpg","Description: The bird has a black and white plumage with a distinctive red patch on the back of its head. It has a strong, pointed beak suitable for drilling into wood. Its wings show white bars against a black background, and it is clinging to a tree trunk. 1. Common Name: Great Spotted Woodpecker    Scientific Name: Dendrocopos major 2. Common Name: Middle Spotted Woodpecker    Scientific Name: Dendrocopos medius 3. Common Name: Lesser Spotted Woodpecker    Scientific Name: Dendrocopos minor","398","126","",""
"2241.jpg","Description: The image does not contain a bird; it shows a snowy ground with branches and a small sign. 1. Common Name: None    Scientific Name: None 2. Common Name: None    Scientific Name: None 3. Common Name: None    Scientific Name: None","398","61","",""
"2242.jpg","Description: The bird has a black head, white underparts, and a distinctive black and white patterned tail. It appears to be perched among dense foliage. 1. Common Name: Willie Wagtail    Scientific Name: Rhipidura javanica 2. Common Name: White-browed Fantail Flycatcher    Scientific Name: Rhipidura aureola 3. Common Name: Asian Paradise Flycatcher    Scientific Name: Terpsiphone paradisi","398","101","",""
"2243.jpg","Description: The bird has a slender body with a long tail, a short and slightly curved beak, and brown plumage with darker streaks on its back and lighter underparts. It appears to be perched on a metal object. 1. Common Name: Carolina Wren    Scientific Name: Thryothorus ludovicianus 2. Common Name: House Wren    Scientific Name: Troglodytes aedon 3. Common Name: Marsh Wren    Scientific Name: Cistothorus palustris","398","112","",""
"2244.jpg","Description: The bird has a slender build with a pointed beak. It displays a mix of brown and yellow plumage, with darker streaks on its back and wings. Its underparts are pale yellow, and it has a distinctive yellow rump. The bird also shows a faint eyebrow stripe above its eye. 1. Common Name: Palm Warbler    Scientific Name: Setophaga palmarum 2. Common Name: Yellow-rumped Warbler    Scientific Name: Setophaga coronata 3. Common Name: Yellow Warbler    Scientific Name: Setophaga petechia","398","124","",""
"2245.jpg","Description: The bird appears to be large with a long neck and legs, standing in a grassy area. It has a greyish body, which suggests it could be a heron or egret. 1. Common Name: Great Blue Heron    Scientific Name: Ardea herodias 2. Common Name: Grey Heron    Scientific Name: Ardea cinerea 3. Common Name: Great Egret    Scientific Name: Ardea alba","398","96","",""
"2246.jpg","Description: The bird has a slender body with long, pointed wings and a forked tail. It displays a dark brown back, white underparts, and a distinctive reddish-brown throat patch. Its flight posture suggests it is an agile flyer, typical of birds that catch insects mid-air. 1. Common Name: Barn Swallow    Scientific Name: Hirundo rustica 2. Common Name: Red-rumped Swallow    Scientific Name: Cecropis daurica 3. Common Name: Northern Rough-winged Swallow    Scientific Name: Stelgidopteryx serripennis","380","125","",""
"2247.jpg","Description: The bird has a black body with white patches on its wings and a bright red crest on its head. It is clinging to a tree trunk, suggesting it is a woodpecker. 1. Common Name: Pileated Woodpecker    Scientific Name: Dryocopus pileatus 2. Common Name: Red-headed Woodpecker    Scientific Name: Melanerpes erythrocephalus 3. Common Name: Northern Flicker    Scientific Name: Colaptes auratus","362","105","",""
"2248.jpg","Description: The bird appears small with a slender build, featuring a dark head and back, and lighter underparts. It has a short tail and is perched on a palm frond. 1. Common Name: Yellow-vented Bulbul    Scientific Name: Pycnonotus goiavier 2. Common Name: Red-whiskered Bulbul    Scientific Name: Pycnonotus jocosus 3. Common Name: Dark-capped Bulbul    Scientific Name: Pycnonotus tricolor","380","110","",""
"2249.jpg","Description: The bird has a black head with a white stripe above the eye, a black throat, and a white belly with black spots. Its wings are black with white edges, and it has an overall slender build. 1. Common Name: Eastern Towhee    Scientific Name: Pipilo erythrophthalmus 2. Common Name: Spotted Towhee    Scientific Name: Pipilo maculatus 3. Common Name: Green-tailed Towhee    Scientific Name: Pipilo chlorurus","398","105","",""
"225.jpg","Description: The bird has a black cap and bib, white cheeks, grayish-brown back, and a slender body with a long tail. It appears to be perched on a branch. 1. Common Name: Black-capped Chickadee    Scientific Name: Poecile atricapillus 2. Common Name: Carolina Chickadee    Scientific Name: Poecile carolinensis 3. Common Name: Mountain Chickadee    Scientific Name: Poecile gambeli","452","103","",""
"2250.jpg","Description: The image does not contain a bird; it shows a tree with broad green leaves and branches. 1. Common Name: No Bird Present    Scientific Name: No Bird Present 2. Common Name: No Bird Present    Scientific Name: No Bird Present 3. Common Name: No Bird Present    Scientific Name: No Bird Present","380","72","",""
"2251.jpg","Description: The bird has a robust body with a long tail, a strong hooked beak, and a distinctive mask-like facial pattern. Its plumage is primarily brown on the back and wings, with a lighter underside. It perches upright on a branch. 1. Common Name: Red-backed Shrike    Scientific Name: Lanius collurio 2. Common Name: Loggerhead Shrike    Scientific Name: Lanius ludovicianus 3. Common Name: Great Grey Shrike    Scientific Name: Lanius excubitor","398","116","",""
"2252.jpg","Description: The bird appears to be small to medium-sized with a dark plumage, possibly black or very dark brown. It is perched on a branch among green foliage, which suggests it may be a songbird. The bird's posture is upright, and it seems to have a slender build. 1. Common Name: European Starling    Scientific Name: Sturnus vulgaris 2. Common Name: Blackbird    Scientific Name: Turdus merula 3. Common Name: House Sparrow    Scientific Name: Passer domesticus","398","115","",""
"2253.jpg","Description: The bird has an olive-brown upper body with faint streaking, a pale yellowish underbelly, and a distinctive white eye-ring. It appears to be foraging on the ground among vegetation and branches. 1. Common Name: Ovenbird    Scientific Name: Seiurus aurocapilla 2. Common Name: Northern Waterthrush    Scientific Name: Parkesia noveboracensis 3. Common Name: Louisiana Waterthrush    Scientific Name: Parkesia motacilla","398","109","",""
"2254.jpg","Description: The birds are small to medium-sized with dark plumage, appearing almost entirely black. They have short beaks and are perched on what looks like a nest made of twigs and other materials, situated on cables above a street. 1. Common Name: House Sparrow    Scientific Name: Passer domesticus 2. Common Name: European Starling    Scientific Name: Sturnus vulgaris 3. Common Name: Blackbird    Scientific Name: Turdus merula","398","104","",""
"2255.jpg","Description: The birds in the image are large waterfowl with long necks, black heads and necks, brown bodies, and black tails. They are swimming in a body of water. 1. Common Name: Canada Goose    Scientific Name: Branta canadensis 2. Common Name: Cackling Goose    Scientific Name: Branta hutchinsii 3. Common Name: Barnacle Goose    Scientific Name: Branta leucopsis","398","97","",""
"2256.jpg","Description: The bird appears to be small with a mix of brown and gray feathers. It has a slender body and seems to have a relatively short tail. The bird is lying on its side next to a yellow pen for scale, indicating it is quite small, possibly around the size of the pen. 1. Common Name: House Sparrow    Scientific Name: Passer domesticus 2. Common Name: Chipping Sparrow    Scientific Name: Spizella passerina 3. Common Name: White-throated Sparrow    Scientific Name: Zonotrichia albicollis","398","124","",""
"2257.jpg","Description: The bird has a glossy dark blue to purple plumage on its head, back, and chest, with brownish wings and tail. It has a slender build, small beak, and appears to be standing on a sandy surface. 1. Common Name: Purple Martin    Scientific Name: Progne subis 2. Common Name: Violet-green Swallow    Scientific Name: Tachycineta thalassina 3. Common Name: Barn Swallow    Scientific Name: Hirundo rustica","398","107","",""
"2258.jpg","Description: The bird has a slender body with a sharp, pointed beak. Its plumage is cryptic, featuring a mix of brown, white, and black streaks, which helps it blend into the tree bark. It appears to be clinging to the vertical surface of a tree trunk. 1. Common Name: Brown Creeper    Scientific Name: Certhia americana 2. Common Name: Eurasian Treecreeper    Scientific Name: Certhia familiaris 3. Common Name: Short-toed Treecreeper    Scientific Name: Certhia brachydactyla","380","126","",""
"2259.jpg","Description: The bird appears to be medium-sized with a slender body, long tail, and pointed wings. It is perched on a branch among bare trees, suggesting it might be a bird of prey or a similar silhouette. 1. Common Name: Cooper's Hawk    Scientific Name: Accipiter cooperii 2. Common Name: Sharp-shinned Hawk    Scientific Name: Accipiter striatus 3. Common Name: Northern Flicker    Scientific Name: Colaptes auratus","398","104","",""
"226.jpg","Description: The bird appears to be small with a slender body, perched on a branch. It has a brownish coloration with lighter underparts. The beak is short and pointed, suitable for insectivorous feeding. The bird is partially obscured by foliage, but it seems to have a compact build typical of forest-dwelling species. 1. Common Name: Carolina Wren    Scientific Name: Thryothorus ludovicianus 2. Common Name: House Wren    Scientific Name: Troglodytes aedon 3. Common Name: Brown Thrasher    Scientific Name: Tox","380","128","",""
"2260.jpg","Description: The bird has a slender body with a long, pointed beak. Its plumage is primarily black and white, featuring a barred pattern on its back and wings. There is a hint of yellow on the side of its head. It is clinging to a tree trunk, suggesting it is a woodpecker. 1. Common Name: Yellow-bellied Sapsucker    Scientific Name: Sphyrapicus varius 2. Common Name: Downy Woodpecker    Scientific Name: Picoides pubescens 3. Common Name: Hairy Woodpecker    Scientific Name: Picoides","416","128","",""
"2261.jpg","Description: The bird has a brown body with white spots, a black beak, and a slightly ruffled appearance. It has a stout build and is perched on a branch. 1. Common Name: Scaly-breasted Munia    Scientific Name: Lonchura punctulata 2. Common Name: Nutmeg Mannikin    Scientific Name: Lonchura punctulata 3. Common Name: White-rumped Shama    Scientific Name: Copsychus malabaricus","398","105","",""
"2262.jpg","Description: The bird has a bright yellow underparts, olive-green upperparts, a black mask across its eyes, and a short, thick beak. It is perched on a branch with a forested background. 1. Common Name: Great Kiskadee    Scientific Name: Pitangus sulphuratus 2. Common Name: Social Flycatcher    Scientific Name: Myiozetetes similis 3. Common Name: Yellow-bellied Elaenia    Scientific Name: Elaenia flavogaster","380","111","",""
"2263.jpg","Description: The bird has a robust build with a dark brown head and upper body, contrasting with a white belly speckled with dark spots. It possesses a strong, hooked beak and sharp talons, perched on a branch. Its wings are broad and rounded. 1. Common Name: Martial Eagle    Scientific Name: Polemaetus bellicosus 2. Common Name: Tawny Eagle    Scientific Name: Aquila rapax 3. Common Name: Steppe Eagle    Scientific Name: Aquila nipalensis","398","112","",""
"2264.jpg","Description: The bird has a slender build with a short, pointed beak. Its plumage is primarily brown with darker streaks on the back and wings. The tail appears to have white outer feathers, and there is a noticeable white patch on the rump. The legs are dark and thin. 1. Common Name: Northern Wheatear    Scientific Name: Oenanthe oenanthe 2. Common Name: Isabelline Wheatear    Scientific Name: Oenanthe isabellina 3. Common Name: Desert Wheatear    Scientific Name: Oenanthe deserti","416","126","",""
"2265.jpg","Description: The bird has a long, pointed beak, a white head with a black stripe running through the eye, and dark wings with white patches. It appears to be in flight against a clear blue sky. 1. Common Name: Belted Kingfisher    Scientific Name: Megaceryle alcyon 2. Common Name: Ringed Kingfisher    Scientific Name: Megaceryle torquata 3. Common Name: Amazon Kingfisher    Scientific Name: Chloroceryle amazona","398","110","",""
"2266.jpg","Description: The birds have black and white plumage with a distinctive white stripe running from the beak over the eye to the back of the head. They have a robust body, short wings, and a short tail. Their legs are short and set far back on the body. They are standing on a pebbled surface. 1. Common Name: Magellanic Penguin    Scientific Name: Spheniscus magellanicus 2. Common Name: African Penguin    Scientific Name: Spheniscus demersus 3. Common Name: Humboldt Penguin    Scientific Name: Spheniscus humbold","398","128","",""
"2267.jpg","Description: The bird has a bright yellow head with an orange patch on the forehead, black wings with white wing bars, and a grayish body. It is perched on a mossy branch. 1. Common Name: Hermit Warbler    Scientific Name: Setophaga occidentalis 2. Common Name: Yellow Warbler    Scientific Name: Setophaga petechia 3. Common Name: Townsend's Warbler    Scientific Name: Setophaga townsendi","416","102","",""
"2268.jpg","Description: The bird has a slender build with a long, thin beak. Its plumage is primarily brown with streaks of darker brown along its back and sides. It has a white throat and a light-colored belly. The bird's head shows a distinct pattern with a central crown stripe bordered by darker stripes. 1. Common Name: Savannah Sparrow    Scientific Name: Passerculus sandwichensis 2. Common Name: Grasshopper Sparrow    Scientific Name: Ammodramus savannarum 3. Common Name: Vesper Sparrow    Scientific Name: Pooecetes gramineus","398","128","",""
"2269.jpg","Description: The bird is predominantly black with a glossy appearance. It has a distinctive yellow patch on its wing, which is visible when the wing is folded. The beak is short and conical, typical of seed-eating birds. The bird is perched on a branch. 1. Common Name: Red-winged Blackbird    Scientific Name: Agelaius phoeniceus 2. Common Name: Yellow-winged Blackbird    Scientific Name: Agelaius thilius 3. Common Name: Rusty Blackbird    Scientific Name: Euphagus carolinus","452","125","",""
"227.jpg","Description: The bird has a streaked brown back, white underparts with dark streaks, a distinctive black and white striped crown, and a short, conical beak. 1. Common Name: Fox Sparrow    Scientific Name: Passerella iliaca 2. Common Name: Chipping Sparrow    Scientific Name: Spizella passerina 3. Common Name: Savannah Sparrow    Scientific Name: Passerculus sandwichensis","452","94","",""
"2270.jpg","Description: The bird has a slender build with a long tail, streaked brown plumage on its back, and a pale underside. It has a conical beak and appears to be perched on a branch. 1. Common Name: House Sparrow    Scientific Name: Passer domesticus 2. Common Name: Chipping Sparrow    Scientific Name: Spizella passerina 3. Common Name: Tree Sparrow    Scientific Name: Passer montanus","434","100","",""
"2271.jpg","Description: The birds are predominantly white with long necks and legs, standing in a wetland environment. They appear to have black beaks and some may have a slight pinkish hue on their bodies. 1. Common Name: Snow Goose    Scientific Name: Anser caerulescens 2. Common Name: Tundra Swan    Scientific Name: Cygnus columbianus 3. Common Name: American White Pelican    Scientific Name: Pelecanus erythrorhynchos","380","106","",""
"2272.jpg","Description: The bird has a cryptic plumage with mottled brown and grey patterns, a small head, and a short beak. It appears to be perched on a branch, blending well with its surroundings. 1. Common Name: European Nightjar    Scientific Name: Caprimulgus europaeus 2. Common Name: Common Potoo    Scientific Name: Nyctibius griseus 3. Common Name: Tawny Frogmouth    Scientific Name: Podargus strigoides","488","111","",""
"2273.jpg","Description: The bird has a dark brown body with a white patch on its chest. It has a reddish-brown head and appears to be preening near a water body. 1. Common Name: Ruddy Duck    Scientific Name: Oxyura jamaicensis 2. Common Name: Ring-necked Duck    Scientific Name: Aythya collaris 3. Common Name: Bufflehead    Scientific Name: Bucephala albeola","398","98","",""
"2274.jpg","Description: The bird has a slender build with a long tail, predominantly grey plumage, and a slightly darker head. It has a small, pointed beak and appears to be perched on a branch. 1. Common Name: Ashy Drongo    Scientific Name:Dicrurus leucophaeus 2. Common Name: Grey Drongo    Scientific Name:Dicrurus cinerascens 3. Common Name: White-bellied Drongo    Scientific Name:Dicrurus caerulescens","380","111","",""
"2275.jpg","Description: The bird has a slender build with a conical beak that is slightly open. Its plumage is primarily brown with streaks on the back and wings, and it has a pale underside. The bird's legs are thin and light-colored, and it appears to be perched on a human hand. 1. Common Name: Chipping Sparrow    Scientific Name: Spizella passerina 2. Common Name: Field Sparrow    Scientific Name: Spizella pusilla 3. Common Name: Clay-colored Sparrow    Scientific Name: Spizella pallida","380","122","",""
"2276.jpg","Description: The bird has broad wings with dark wingtips, a reddish-brown tail, and a light underside with some darker markings. It appears to be soaring with its wings spread wide against a clear blue sky. 1. Common Name: Red-tailed Hawk    Scientific Name: Buteo jamaicensis 2. Common Name: Swainson's Hawk    Scientific Name: Buteo swainsoni 3. Common Name: Ferruginous Hawk    Scientific Name: Buteo regalis","416","109","",""
