image,response,input_tokens,output_tokens,error_code,error_message
"2443.jpg","Common Name: Yellow-vented Bulbul Scientific Name: Pycnonotus goiavier","368","22","",""
"2444.jpg","Common Name: Common Buzzard Scientific Name: Buteo buteo","332","17","",""
"2445.jpg","Common Name: Northern Flicker Scientific Name: Colaptes auratus","332","18","",""
"2446.jpg","Common Name: Golden Oriole Scientific Name: Oriolus oriolus","332","18","",""
"2447.jpg","Common Name: Black-and-white Warbler Scientific Name: Mniotilta varia","332","21","",""
"2448.jpg","Common Name: Dark-eyed Junco Scientific Name: Junco hyemalis","404","18","",""
"2449.jpg","Common Name: Belted Kingfisher Scientific Name: Megaceryle alcyon","332","21","",""
"245.jpg","Common Name: White-eyed Duck Scientific Name: Aythya nyroca","314","18","",""
"2450.jpg","Common Name: Green Parrotlet Scientific Name: Forpus passerinus","350","17","",""
"2451.jpg","Common Name: White-necked Jacobin Scientific Name: Florisuga mellivora","314","20","",""
"2452.jpg","Common Name: Northern Gannet Scientific Name: Morus bassanus","314","17","",""
"2453.jpg","Common Name: Magpie Scientific Name: Pica pica","332","15","",""
"2454.jpg","Common Name: Brown Creeper Scientific Name: Certhia americana","386","17","",""
"2455.jpg","Common Name: Yellow Warbler Scientific Name: Setophaga petechia","386","18","",""
"2456.jpg","Common Name: Chipping Sparrow Scientific Name: Spizella passerina","368","18","",""
"2457.jpg","Common Name: Great Kiskadee Scientific Name: Pitangus sulphuratus","314","20","",""
"2458.jpg","Common Name: Rufous-bellied Thrush Scientific Name: Turdus rufiventris","332","23","",""
"2459.jpg","Common Name: Green Parrotlet Scientific Name: Forpus passerinus","350","17","",""
"246.jpg","Common Name: Black Stork Scientific Name: Ciconia nigra","422","17","",""
"2460.jpg","Common Name: Little Cormorant Scientific Name: Microcarbo niger","350","18","",""
"2461.jpg","Common Name: Common Tailorbird Scientific Name: Orthotomus sutorius","386","20","",""
"2462.jpg","Common Name: Great Black-backed Gull Scientific Name: Larus marinus","314","18","",""
"2463.jpg","Common Name: Mallard Scientific Name: Anas platyrhynchos","314","18","",""
"2464.jpg","Common Name: Black-naped Oriole Scientific Name: Oriolus chinensis","278","19","",""
"2465.jpg","Common Name: Great Kiskadee Scientific Name: Pitangus sulphuratus","314","20","",""
"2466.jpg","Common Name: Common Grackle Scientific Name: Quiscalus quiscula","332","18","",""
"2467.jpg","Common Name: Common Potoo Scientific Name: Nyctibius griseus","332","20","",""
"2468.jpg","Common Name: Sooty Shearwater Scientific Name: Ardenna grisea","332","20","",""
"2469.jpg","Common Name: New Holland Honeyeater Scientific Name: Phylidonyris novaehollandiae","314","23","",""
"247.jpg","Common Name: Eastern Bluebird Scientific Name: Sialia sialis","332","17","",""
"2470.jpg","Common Name: Zebra Dove Scientific Name: Geopelia striata","332","17","",""
"2471.jpg","Common Name: Red-tailed Hawk Scientific Name: Buteo jamaicensis","314","20","",""
"2472.jpg","Common Name: Golden Eagle Scientific Name: Aquila chrysaetos","188","18","",""
"2473.jpg","Common Name: Great Black-backed Gull Scientific Name: Larus marinus","314","18","",""
"2474.jpg","Common Name: Black Drongo Scientific Name: Dicrurus macrocercus","314","20","",""
"2475.jpg","Common Name: Scarlet Tanager Scientific Name: Piranga olivacea","386","17","",""
"2476.jpg","Common Name: Yellow Warbler Scientific Name: Setophaga petechia","332","18","",""
"2477.jpg","Common Name: Masked Lapwing Scientific Name: Vanellus miles","332","17","",""
"2478.jpg","Common Name: Common Kestrel Scientific Name: Falco tinnunculus","332","19","",""
"2479.jpg","Common Name: Australian Pelican Scientific Name: Pelecanus conspicillatus","314","19","",""
"248.jpg","Common Name: Black Oystercatcher Scientific Name: Haematopus bachmani","332","19","",""
"2480.jpg","Common Name: House Sparrow Scientific Name: Passer domesticus","332","16","",""
"2481.jpg","Common Name: Brown Pelican Scientific Name: Pelecanus occidentalis","314","19","",""
"2482.jpg","Common Name: Baya weaver Scientific Name: Ploceus philippinus","386","20","",""
"2483.jpg","Common Name: Orange-crowned Sparrow Scientific Name: Zonotrichia capensis","368","21","",""
"2484.jpg","Common Name: Cliff Swallow Scientific Name: Petrochelidon pyrrhonota","332","20","",""
"2485.jpg","Common Name: Golden-cheeked Warbler Scientific Name: Setophaga chrysoparia","332","22","",""
"2486.jpg","Common Name: Spotted Bowerbird Scientific Name: Chlamydera maculata","332","21","",""
"2487.jpg","Common Name: Great Egret Scientific Name: Ardea alba","278","16","",""
"2488.jpg","Common Name: Greater Yarrell's Flycatcher Scientific Name: Eumyias yarrellii","314","25","",""
"2489.jpg","Common Name: Northern Rough-winged Swallow Scientific Name: Stelgidopteryx serripennis","314","24","",""
"249.jpg","Common Name: Horned Grebe Scientific Name: Podiceps auritus","314","17","",""
"2490.jpg","Common Name: Common Grackle Scientific Name: Quiscalus quiscula","332","18","",""
"2491.jpg","Common Name: Barn Swallow Scientific Name: Hirundo rustica","314","16","",""
"2492.jpg","Common Name: Plain Chachalaca Scientific Name: Ortalis vetula","332","18","",""
"2493.jpg","Common Name: African Fish Eagle Scientific Name: Haliaeetus vocifer","368","18","",""
"2494.jpg","Common Name: Black-and-white Warbler Scientific Name: Mniotilta varia","314","21","",""
"2495.jpg","Common Name: Red-browed Finch Scientific Name: Neochmia temporalis","314","19","",""
"2496.jpg","Common Name: American Crow Scientific Name: Corvus brachyrhynchos","278","20","",""
"2497.jpg","Common Name: Yellow Wagtail Scientific Name: Motacilla flava","332","17","",""
"2498.jpg","Common Name: Eurasian Coot Scientific Name: Fulica atra","332","17","",""
"2499.jpg","Common Name: House Sparrow Scientific Name: Passer domesticus","332","16","",""
"25.jpg","Common Name: Little Penguin Scientific Name: Eudyptula minor","332","16","",""
"250.jpg","Common Name: Greater Yellowlegs Scientific Name: Tringa melanoleuca","314","19","",""
"2500.jpg","Common Name: Hooded Warbler Scientific Name: Setophaga citrina","332","18","",""
"2501.jpg","Common Name: Barn Swallow Scientific Name: Hirundo rustica","314","16","",""
"2502.jpg","Common Name: Woodland Kingfisher Scientific Name: Halcyon senegalensis","314","20","",""
"2503.jpg","Common Name: Goliath Heron Scientific Name: Ardea goliath","332","19","",""
"2504.jpg","Common Name: Chestnut-backed Chickadee Scientific Name: Poecile rufescens","332","22","",""
"2505.jpg","Common Name: Canada Goose Scientific Name: Branta canadensis","332","16","",""
"2506.jpg","Common Name: Forster's Tern Scientific Name: Sterna forsteri","422","19","",""
"2507.jpg","Common Name: Common Goldeneye Scientific Name: Bucephala clangula","296","18","",""
"2508.jpg","Common Name: Southern Yellow-billed Hornbill Scientific Name: Tockus leucomelas","368","22","",""
"2509.jpg","Common Name: Brown Pelican Scientific Name: Pelecanus occidentalis","332","19","",""
"251.jpg","Common Name:  Scientific Name:","314","9","",""
"2510.jpg","Common Name: Australian Pelican Scientific Name: Pelecanus conspicillatus","332","19","",""
"2511.jpg","Common Name: Black-naped Oriole Scientific Name: Oriolus chinensis","278","19","",""
"2512.jpg","Common Name: Black-fronted Dotterel Scientific Name: Elseyornis melanops","314","21","",""
"2513.jpg","Common Name: Pacific Wren Scientific Name: Troglodytes pacificus","368","19","",""
"2514.jpg","Common Name: Red-billed Firefinch Scientific Name: Lagonosticta senegala","278","23","",""
"2515.jpg","Common Name: Kelp Gull Scientific Name: Larus dominicanus","296","18","",""
"2516.jpg","Common Name: Gray Kingbird Scientific Name: Tyrannus dominicensis","332","18","",""
"2517.jpg","Common Name: Mute Swan Scientific Name: Cygnus olor","332","17","",""
"2518.jpg","Common Name: Black-billed Magpie Scientific Name: Pica hudsonia","332","19","",""
"2519.jpg","Common Name: Eurasian Bullfinch Scientific Name: Pyrrhula pyrrhula","314","22","",""
"252.jpg","Common Name: European Nightjar Scientific Name: Caprimulgus europaeus","386","19","",""
"2520.jpg","Common Name: American Bittern Scientific Name: Botaurus lentiginosus","278","19","",""
"2521.jpg","Common Name: Rock Pigeon Scientific Name: Columba livia","332","17","",""
"2522.jpg","Common Name: Barn Swallow Scientific Name: Hirundo rustica","332","16","",""
"2523.jpg","Common Name: Pale-billed Woodpecker Scientific Name: Campephilus guatemalensis","332","23","",""
"2524.jpg","Common Name: Red-billed Hornbill Scientific Name: Tockus erythrorhynchus","332","23","",""
"2525.jpg","Common Name: Tree Swallow Scientific Name: Tachycineta bicolor","314","18","",""
"2526.jpg","Common Name: Lazuli Bunting Scientific Name: Passerina amoena","314","18","",""
"2527.jpg","Common Name: Sedge Warbler Scientific Name: Acrocephalus schoenobaenus","314","21","",""
"2528.jpg","Common Name:  Scientific Name: ","314","10","",""
"2529.jpg","Common Name: Belted Kingfisher Scientific Name: Megaceryle alcyon","314","21","",""
"253.jpg","Common Name: Common Raven Scientific Name: Corvus corax","368","16","",""
"2530.jpg","Common Name: Spotted Butcherbird Scientific Name: Cracticus torquatus","314","20","",""
"2531.jpg","Common Name: Black-headed Weaver Scientific Name: Ploceus melanocephalus","350","20","",""
"2532.jpg","Common Name: Martial Eagle Scientific Name: Polemaetus bellicosus","422","17","",""
"2533.jpg","Common Name: Common Redstart Scientific Name: Phoenicurus phoenicurus","350","20","",""
"2534.jpg","Common Name: Eastern Wood-Pewee Scientific Name: Contopus virens","314","19","",""
"2535.jpg","Common Name: Black-capped Chickadee Scientific Name: Poecile atricapillus","422","21","",""
"2536.jpg","Common Name: Common Tailorbird Scientific Name: Orthotomus sutorius","314","20","",""
"2537.jpg","Common Name: Zebra Dove Scientific Name: Geopelia striata","332","17","",""
"2538.jpg","Common Name: Gray Catbird Scientific Name: Dumetella carolinensis","332","18","",""
"2539.jpg","Common Name: Herring Gull Scientific Name: Larus argentatus","314","17","",""
"254.jpg","Common Name: Gray Catbird Scientific Name: Dumetella carolinensis","314","18","",""
"2540.jpg","Common Name: Semipalmated Sandpiper Scientific Name: Calidris pusilla","350","21","",""
"2541.jpg","Common Name: Great Spotted Woodpecker Scientific Name: Dendrocopos major","332","21","",""
"2542.jpg","Common Name: Bald Eagle Scientific Name: Haliaeetus leucocephalus","314","19","",""
"2543.jpg","Common Name: Gray Jay Scientific Name: Perisoreus canadensis","332","18","",""
"2544.jpg","Common Name: White-plumed Honeyeater Scientific Name: Ptilotula penicillata","332","23","",""
"2545.jpg","Common Name: Common Kestrel Scientific Name: Falco tinnunculus","350","19","",""
"2546.jpg","Common Name: Black-capped Sparrow Scientific Name: Aimophila rufescens","314","21","",""
"2547.jpg","Common Name: Reed Bunting Scientific Name: Emberiza schoeniclus","314","17","",""
"2548.jpg","Common Name: Eastern Towhee Scientific Name: Pipilo erythrophthalmus","332","19","",""
"2549.jpg","Common Name: Cassin's Kingbird Scientific Name: Tyrannus vociferans","368","20","",""
"255.jpg","Common Name: Neotropic Cormorant Scientific Name: Phalacrocorax brasilianus","314","23","",""
"2550.jpg","Common Name: Lesser Whitethroat Scientific Name: Curruca curruca","314","19","",""
"2551.jpg","Common Name: Rock Pigeon Scientific Name: Columba livia","332","17","",""
"2552.jpg","Common Name: Great Kiskadee Scientific Name: Pitangus sulphuratus","350","20","",""
"2553.jpg","Common Name: Greater Yellowlegs Scientific Name: Tringa melanoleuca","332","19","",""
"2554.jpg","Common Name: Cuban Crow Scientific Name: Corvus nasicus","332","17","",""
"2555.jpg","Common Name: Superb Starling Scientific Name: Lamprotornis superbus","386","19","",""
"2556.jpg","Common Name: Coscoroba Swan Scientific Name: Coscoroba coscoroba","314","19","",""
"2557.jpg","Common Name: Yellow-shafted Northern Flicker Scientific Name: Colaptes auratus","332","23","",""
"2558.jpg","Common Name: Little Gull Scientific Name: Larus minutus","350","16","",""
"2559.jpg","Common Name: Mallard Scientific Name: Anas platyrhynchos","314","18","",""
"256.jpg","Common Name: Marsh Wren Scientific Name: Cistothorus palustris","332","19","",""
"2560.jpg","Common Name: Bald Eagle Scientific Name: Haliaeetus leucocephalus","314","19","",""
"2561.jpg","Common Name: Vesper Sparrow Scientific Name: Pooecetes gramineus","350","20","",""
"2562.jpg","Common Name: Mallard Scientific Name: Anas platyrhynchos","332","18","",""
"2563.jpg","Common Name: Painted Stork Scientific Name: Mycteria leucocephala","404","20","",""
"2564.jpg","Common Name: American Bittern Scientific Name: Botaurus lentiginosus","386","19","",""
"2565.jpg","Common Name: Herring Gull Scientific Name: Larus argentatus","368","17","",""
"2566.jpg","Common Name: Northern Lapwing Scientific Name: Vanellus vanellus","332","18","",""
"2567.jpg","Common Name: Red-shouldered Hawk Scientific Name: Buteo lineatus","350","19","",""
"2568.jpg","Common Name: House Finch Scientific Name: Haemorhous mexicanus","422","19","",""
"2569.jpg","Common Name: Band-tailed Pigeon Scientific Name: Patagioenas fasciata","332","22","",""
"257.jpg","Common Name: House Wren Scientific Name: Troglodytes aedon","278","19","",""
"2570.jpg","Common Name: Yellow Wagtail Scientific Name: Motacilla flava","314","17","",""
"2571.jpg","Common Name: Lineated Woodpecker Scientific Name: Dryocopus lineatus","332","19","",""
"2572.jpg","Common Name: Black-capped Chickadee Scientific Name: Poecile atricapillus","296","21","",""
"2573.jpg","Common Name: Cliff Swallow Scientific Name: Petrochelidon pyrrhonota","386","20","",""
"2574.jpg","Common Name: Asian Paradise Flycatcher Scientific Name: Terpsiphone paradisi","386","19","",""
"2575.jpg","Common Name: Eastern Towhee Scientific Name: Pipilo erythrophthalmus","332","19","",""
"2576.jpg","Common Name: Yellow-billed Magpie Scientific Name: Pica nuttalli","404","19","",""
"2577.jpg","Common Name: Osprey Scientific Name: Pandion haliaetus","404","17","",""
"2578.jpg","Common Name: Black-winged Stilt Scientific Name: Himantopus himantopus","332","20","",""
"2579.jpg","Common Name: Gentoo Penguin Scientific Name: Pygoscelis papua","332","18","",""
"258.jpg","Common Name: Prairie Warbler Scientific Name: Setophaga discolor","332","17","",""
"2580.jpg","Common Name: Indian Grey Hornbill Scientific Name: Ocyceros birostris","278","20","",""
"2581.jpg","Common Name: Yellow-vented Bulbul Scientific Name: Pycnonotus goiavier","386","22","",""
"2582.jpg","Common Name: Reed Bunting Scientific Name: Emberiza schoeniclus","368","17","",""
"2583.jpg","Common Name: Southern Masked Weaver Scientific Name: Ploceus velatus","332","19","",""
"2584.jpg","Common Name: Mourning Dove Scientific Name: Zenaida macroura","332","18","",""
"2585.jpg","Common Name: Lesser Whitethroat Scientific Name: Curruca curruca","314","19","",""
"2586.jpg","Common Name: Great Black-backed Gull Scientific Name: Larus marinus","332","18","",""
"2587.jpg","Common Name: Black-capped Chickadee Scientific Name: Poecile atricapillus","332","21","",""
"2588.jpg","Common Name: Common Kestrel Scientific Name: Falco tinnunculus","314","19","",""
"2589.jpg","Common Name: Yellowhammer Scientific Name: Emberiza citrinella","314","16","",""
"259.jpg","Common Name: Water Thick-knee Scientific Name: Burhinus vermiculatus","314","20","",""
"2590.jpg","Common Name: Hooded Warbler Scientific Name: Setophaga citrina","368","18","",""
"2591.jpg","Common Name: American Coot Scientific Name: Fulica americana","332","16","",""
"2592.jpg","Common Name: Scaly-breasted Munia Scientific Name: Lonchura punctulata","296","21","",""
"2593.jpg","Common Name: White-rumped Shama Scientific Name: Copsychus malabaricus","314","21","",""
"2594.jpg","Common Name: Eurasian Bullfinch Scientific Name: Pyrrhula pyrrhula","332","22","",""
"2595.jpg","Common Name: Rufous-bellied Thrush Scientific Name: Turdus rufiventris","314","23","",""
"2596.jpg","Common Name: Southern Masked Weaver Scientific Name: Ploceus velatus","314","19","",""
"2597.jpg","Common Name: Black-winged Stilt Scientific Name: Himantopus himantopus","386","20","",""
"2598.jpg","Common Name: Great Spotted Woodpecker Scientific Name: Dendrocopos major","332","21","",""
"2599.jpg","Common Name: Chipping Sparrow Scientific Name: Spizella passerina","386","18","",""
"26.jpg","Common Name: Common Redstart Scientific Name: Phoenicurus phoenicurus","314","20","",""
"260.jpg","Common Name: Ringed Kingfisher Scientific Name: Ceryle torquata","350","20","",""
"2600.jpg","Common Name: House Sparrow Scientific Name: Passer domesticus","314","16","",""
"2601.jpg","Common Name: Bald Eagle Scientific Name: Haliaeetus leucocephalus","314","19","",""
"2602.jpg","Common Name: Sandwich Tern Scientific Name: Thalasseus sandvicensis","314","20","",""
"2603.jpg","Common Name: Great Crested Flycatcher Scientific Name: Myiarchus crinitus","332","22","",""
"2604.jpg","Common Name: Ring-billed Gull Scientific Name: Larus delawarensis","314","20","",""
"2605.jpg","Common Name: MacGillivray's Warbler Scientific Name: Geothlypis tolmiei","314","24","",""
"2606.jpg","Common Name: Spruce Grouse Scientific Name: Falcipennis canadensis","332","21","",""
"2607.jpg","Common Name: Eurasian Oystercatcher Scientific Name: Haematopus ostralegus","332","22","",""
"2608.jpg","Common Name: Eurasian Tit Scientific Name: Parus major","404","15","",""
"2609.jpg","Common Name: Red-tailed Hawk Scientific Name: Buteo jamaicensis","386","20","",""
"261.jpg","Common Name: Baird's Sandpiper Scientific Name: Calidris bairdii","350","22","",""
"2610.jpg","Common Name: Common Redstart Scientific Name: Phoenicurus phoenicurus","332","20","",""
"2611.jpg","Common Name: Bald Eagle Scientific Name: Haliaeetus leucocephalus","332","19","",""
"2612.jpg","Common Name: Spotted Dove Scientific Name: Spilopelia chinensis","332","18","",""
"2613.jpg","Common Name: Eurasian Coot Scientific Name: Fulica atra","332","17","",""
"2614.jpg","Common Name: Brown Creeper Scientific Name: Certhia americana","314","17","",""
"2615.jpg","Common Name: American Robin Scientific Name: Turdus migratorius","332","17","",""
"2616.jpg","Common Name: Verreaux's Eagle-Owl Scientific Name: Bubo lacteus","332","20","",""
"2617.jpg","Common Name: Greylag Goose Scientific Name: Anser anser","314","17","",""
"2618.jpg","Common Name: House Wren Scientific Name: Troglodytes aedon","422","19","",""
"2619.jpg","Common Name: Ashy Drongo Scientific Name: Dicrurus leucophaeus","332","22","",""
"262.jpg","Common Name: White-necked Jacobin Scientific Name: Florisuga mellivora","314","20","",""
"2620.jpg","Common Name: Osprey Scientific Name: Pandion haliaetus","332","17","",""
"2621.jpg","Common Name: Red-tailed Hawk Scientific Name: Buteo jamaicensis","296","20","",""
"2622.jpg","Common Name: Streaked Flycatcher Scientific Name: Myiodynastes maculatus","314","22","",""
"2623.jpg","Common Name: Cape May Warbler Scientific Name: Setophaga tigrina","386","19","",""
"2624.jpg","Common Name: Indian Ring-necked Parakeet Scientific Name: Psittacula krameri","314","22","",""
"2625.jpg","Common Name: Snowy Egret Scientific Name: Egretta thula","233","18","",""
"2626.jpg","Common Name: Canada Goose Scientific Name: Branta canadensis","314","16","",""
"2627.jpg","Common Name: Eastern Towhee Scientific Name: Pipilo erythrophthalmus","422","19","",""
"2628.jpg","Common Name: Great Skua Scientific Name: Stercorarius skua","404","17","",""
"2629.jpg","Common Name: Australian Pelican Scientific Name: Pelecanus conspicillatus","332","19","",""
"263.jpg","Common Name: Yellow-crowned Tyrant Scientific Name: Tyrannus dominicensis","332","20","",""
"2630.jpg","Common Name: Little Ringed Plover Scientific Name: Charadrius dubius","332","20","",""
"2631.jpg","Common Name: Great Kiskadee Scientific Name: Pitangus sulphuratus","314","20","",""
"2632.jpg","Common Name: Grasshopper Sparrow Scientific Name: Ammodramus savannarum","314","22","",""
"2633.jpg","Common Name: Willie Wagtail Scientific Name: Rhipidura javanica","350","19","",""
"2634.jpg","Common Name: Kentish Plover Scientific Name: Charadrius alexandrinus","314","21","",""
"2635.jpg","Common Name: Noisy Miner Scientific Name: Manorina melanocephala","314","18","",""
"2636.jpg","Common Name: Semipalmated Plover Scientific Name: Charadrius semipalmatus","332","23","",""
"2637.jpg","Common Name: Australian Pelican Scientific Name: Pelecanus conspicillatus","314","19","",""
"2638.jpg","Common Name: Townsend's Warbler Scientific Name: Setophaga townsendi","314","19","",""
"2639.jpg","Common Name: Rusty Blackbird Scientific Name: Euphagus carolinus","296","20","",""
"264.jpg","Common Name: Cliff Swallow Scientific Name: Petrochelidon pyrrhonota","422","20","",""
"2640.jpg","Common Name: Brown Creeper Scientific Name: Certhia americana","368","17","",""
"2641.jpg","Common Name: Great Kiskadee Scientific Name: Pitangus sulphuratus","314","20","",""
"2642.jpg","Common Name:  Scientific Name:","332","9","",""
"2643.jpg","Common Name: Surfbird Scientific Name: Aphriza virgata","332","18","",""
"2644.jpg","Common Name: Mallard Scientific Name: Anas platyrhynchos","332","18","",""
"2645.jpg","Common Name: Northern Fulmar Scientific Name: Fulmarus glacialis","314","17","",""
"2646.jpg","Common Name: Great Kiskadee Scientific Name: Pitangus sulphuratus","422","20","",""
"2647.jpg","Common Name: Black-winged Stilt Scientific Name: Himantopus himantopus","296","20","",""
"2648.jpg","Common Name: Blue-crowned Motmot Scientific Name: Momotus momota","314","19","",""
"2649.jpg","Common Name: Common Buzzard Scientific Name: Buteo buteo","332","17","",""
"265.jpg","Common Name: Ovenbird Scientific Name: Seiurus aurocapilla","350","18","",""
"2650.jpg","Common Name: Red-winged Blackbird Scientific Name: Agelaius phoeniceus","332","22","",""
"2651.jpg","Common Name: Black-capped Sparrow Scientific Name: Peucaea atricapilla","314","21","",""
"2652.jpg","Common Name: Golden Eagle Scientific Name: Aquila chrysaetos","386","18","",""
"2653.jpg","Common Name: Zebra Dove Scientific Name: Geopelia striata","332","17","",""
"2654.jpg","Common Name: Anhinga Scientific Name: Anhinga anhinga","260","21","",""
"2655.jpg","Common Name: Yellow-billed Stork Scientific Name: Mycteria ibis","332","19","",""
"2656.jpg","Common Name: Yellow-vented Bulbul Scientific Name: Pycnonotus goiavier","296","22","",""
"2657.jpg","Common Name: Brown Creeper Scientific Name: Certhia americana","332","17","",""
"2658.jpg","Common Name: Clark's Grebe Scientific Name: Aechmophorus clarkii","314","21","",""
"2659.jpg","Common Name: Brown Shrike Scientific Name: Lanius cristatus","332","17","",""
"266.jpg","Common Name: Hooded Warbler Scientific Name: Setophaga citrina","314","18","",""
"2660.jpg","Common Name: California Gnatcatcher Scientific Name: Polioptila californica","332","21","",""
"2661.jpg","Common Name:  Scientific Name:","332","9","",""
"2662.jpg","Common Name: Belted Kingfisher Scientific Name: Megaceryle alcyon","350","21","",""
"2663.jpg","Common Name: Willow Ptarmigan Scientific Name: Lagopus lagopus","422","17","",""
"2664.jpg","Common Name: Hermit Thrush Scientific Name: Catharus guttatus","296","17","",""
"2665.jpg","Common Name: Downy Woodpecker Scientific Name: Picoides pubescens","314","20","",""
"2666.jpg","Common Name: Forster's Tern Scientific Name: Sterna forsteri","332","19","",""
"2667.jpg","Common Name: Red-tailed Hawk Scientific Name: Buteo jamaicensis","314","20","",""
"2668.jpg","Common Name: Black-legged Kittiwake Scientific Name: Rissa tridactyla","332","20","",""
"2669.jpg","Common Name: Peregrine Falcon Scientific Name: Falco peregrinus","332","19","",""
"267.jpg","Common Name: Violet Sabrewing Scientific Name: Campylopterus hemileucurus","332","22","",""
"2670.jpg","Common Name: Yellow Wagtail Scientific Name: Motacilla flava","332","17","",""
"2671.jpg","Common Name: Spotted Honeyeater Scientific Name: Meliphaga maculata","314","20","",""
"2672.jpg","Common Name: Red-browed Finch Scientific Name: Neochmia temporalis","332","19","",""
"2673.jpg","Common Name: Black Swan Scientific Name: Cygnus atratus","314","16","",""
"2674.jpg","Common Name: Brown Pelican Scientific Name: Pelecanus occidentalis","314","19","",""
"2675.jpg","Common Name: Swainson's Hawk Scientific Name: Buteo swainsoni","314","21","",""
"2676.jpg","Common Name: Northern Goshawk Scientific Name: Accipiter gentilis","314","19","",""
"2677.jpg","Common Name: Brown Thrasher Scientific Name: Toxostoma rufum","314","19","",""
"2678.jpg","Common Name: House Finch Scientific Name: Haemorhous mexicanus","404","19","",""
"2679.jpg","Common Name: Scarlet Minivet Scientific Name: Pericrocotus speciosus","314","19","",""
"268.jpg","Common Name: House Wren Scientific Name: Troglodytes aedon","314","19","",""
"2680.jpg","Common Name: Red-billed Firefinch Scientific Name: Lagonosticta senegala","314","23","",""
"2681.jpg","Common Name: Kelp Gull Scientific Name: Larus dominicanus","332","18","",""
"2682.jpg","Common Name: Purple Sandpiper Scientific Name: Calidris maritima","260","19","",""
"2683.jpg","Common Name: Black-backed Woodpecker Scientific Name: Picoides arcticus","332","20","",""
"2684.jpg","Common Name: Sanderling Scientific Name: Calidris alba","350","17","",""
"2685.jpg","Common Name: Violet-backed Starling Scientific Name: Cinnyricinclus leucogaster","332","22","",""
"2686.jpg","Common Name: Rufous-bellied Thrush Scientific Name: Turdus rufiventris","368","23","",""
"2687.jpg","Common Name: Great Kiskadee Scientific Name: Pitangus sulphuratus","332","20","",""
"2688.jpg","Common Name: Herring Gull Scientific Name: Larus argentatus","332","17","",""
"2689.jpg","Common Name: Green Jay Scientific Name: Cyanocorax yncas","332","18","",""
"269.jpg","Common Name: Oriental Magpie-Robin Scientific Name: Copsychus saularis","260","22","",""
"2690.jpg","Common Name: Yellow-breasted Chat Scientific Name: Icteria virens","296","19","",""
"2691.jpg","Common Name: Common Redstart Scientific Name: Phoenicurus phoenicurus","314","20","",""
"2692.jpg","Common Name: Scaly-breasted Munia Scientific Name: Lonchura punctulata","314","21","",""
"2693.jpg","Common Name: Grey Crowned Lapwing Scientific Name: Vanellus cinereus","314","20","",""
"2694.jpg","Common Name: Herring Gull Scientific Name: Larus argentatus","314","17","",""
"2695.jpg","Common Name: Brown Thrasher Scientific Name: Toxostoma rufum","332","19","",""
"2696.jpg","Common Name: Carolina Chickadee Scientific Name: Poecile carolinensis","278","19","",""
"2697.jpg","Common Name: Violet-crowned Woodnymph Scientific Name: Thalurania colombica colombica","350","23","",""
"2698.jpg","Common Name: Bald Eagle Scientific Name: Haliaeetus leucocephalus","422","19","",""
"2699.jpg","Common Name: Crimson-collared Tanager Scientific Name: Ramphocelus sanguinolentus","368","26","",""
"27.jpg","Common Name: Nutmeg Mannikin Scientific Name: Lonchura punctulata","332","20","",""
"270.jpg","Common Name: Common Murre Scientific Name: Uria aalge","332","17","",""
"2700.jpg","Common Name: Savannah Sparrow Scientific Name: Passerculus sandwichensis","314","17","",""
"2701.jpg","Common Name: Reddish Egret Scientific Name: Egretta rufescens","422","20","",""
"2702.jpg","Common Name: Eurasian Coot Scientific Name: Fulica atra","260","17","",""
"2703.jpg","Common Name: Semipalmated Plover Scientific Name: Charadrius semipalmatus","350","23","",""
"2704.jpg","Common Name: Belted Kingfisher Scientific Name: Megaceryle alcyon","314","21","",""
"2705.jpg","Common Name: Eurasian Treecreeper Scientific Name: Certhia familiaris","314","20","",""
"2706.jpg","Common Name: Black-headed Gull Chick Scientific Name: Chroicocephalus ridibundus","332","23","",""
"2707.jpg","Common Name: Green Jay Scientific Name: Cyanocorax yncas","332","18","",""
"2708.jpg","Common Name: Grey Butcherbird Scientific Name: Cracticus torquatus","260","19","",""
"2709.jpg","Common Name: Red-eyed Vireo Scientific Name: Vireo olivaceus","332","21","",""
"271.jpg","Common Name: Red-tailed Hawk Scientific Name: Buteo jamaicensis","314","20","",""
"2710.jpg","Common Name: American Robin Scientific Name: Turdus migratorius","278","17","",""
"2711.jpg","Common Name: Brown Creeper Scientific Name: Certhia americana","370","17","",""
"2712.jpg","Common Name: Oriental Magpie-Robin Scientific Name: Copsychus saularis","332","22","",""
"2713.jpg","Common Name: House Finch Scientific Name: Haemorhous mexicanus","332","19","",""
"2714.jpg","Common Name: Pileated Woodpecker Scientific Name: Dryocopus pileatus","314","20","",""
"2715.jpg","Common Name: Northern Wheatear Scientific Name: Oenanthe oenanthe","422","19","",""
"2716.jpg","Common Name: Great Black-backed Gull Scientific Name: Larus marinus","332","18","",""
"2717.jpg","Common Name: Martial Eagle Scientific Name: Polemaetus bellicosus","314","17","",""
"2718.jpg","Common Name: Red-backed Sandpiper Scientific Name: Calidris maritima","332","20","",""
"2719.jpg","Common Name: Asian Brown Flycatcher Scientific Name: Muscicapa dauurica","314","21","",""
"272.jpg","Common Name: Pied-billed Grebe Scientific Name: Podilymbus podiceps","314","20","",""
